species,x,y
Mitella_trifida,-136.03,59.46
Mitella_trifida,-127.66667,55.16667
Mitella_trifida,-126.95,54.88333
Mitella_trifida,-126.86667,54.8
Mitella_trifida,-126.83333,54.75
Mitella_trifida,-124.675,48.26667
Mitella_trifida,-124.28333,49.06667
Mitella_trifida,-123.6929444,41.58713889
Mitella_trifida,-123.69294,41.58714
Mitella_trifida,-123.65,56.017
Mitella_trifida,-123.646,41.90222
Mitella_trifida,-123.646,41.90222222
Mitella_trifida,-123.6358,42.5175
Mitella_trifida,-123.5447845,41.93220609
Mitella_trifida,-123.54431,41.93108
Mitella_trifida,-123.5443056,41.93108333
Mitella_trifida,-123.54392,41.93245
Mitella_trifida,-123.4957,41.0602
Mitella_trifida,-123.4949,41.0576
Mitella_trifida,-123.4937,41.1167
Mitella_trifida,-123.474444,47.995278
Mitella_trifida,-123.47444,47.99528
Mitella_trifida,-123.4712427,41.92866681
Mitella_trifida,-123.47038,41.92891
Mitella_trifida,-123.46784,47.99538
Mitella_trifida,-123.46725,47.99536
Mitella_trifida,-123.4583,42.0225
Mitella_trifida,-123.4419444,41.2175
Mitella_trifida,-123.44194,41.2175
Mitella_trifida,-123.44018,47.99454
Mitella_trifida,-123.41702,47.9378
Mitella_trifida,-123.4150833,41.17202778
Mitella_trifida,-123.41508,41.17203
Mitella_trifida,-123.4120833,41.17261111
Mitella_trifida,-123.41208,41.17261
Mitella_trifida,-123.4062741,41.4902438
Mitella_trifida,-123.40542,41.49048
Mitella_trifida,-123.3117,42.11
Mitella_trifida,-123.26061,47.52205
Mitella_trifida,-123.237568,42.702342
Mitella_trifida,-123.2282986,41.40290671
Mitella_trifida,-123.22745,41.40314
Mitella_trifida,-123.2099407,41.5610745
Mitella_trifida,-123.20909,41.56131
Mitella_trifida,-123.13222,47.81833
Mitella_trifida,-123.0357,42.1978
Mitella_trifida,-122.98333,49.95
Mitella_trifida,-122.9418237,40.20818874
Mitella_trifida,-122.941,40.2084
Mitella_trifida,-122.9386111,40.20138889
Mitella_trifida,-122.93861,40.20139
Mitella_trifida,-122.8899,40.8567
Mitella_trifida,-122.88389,41.11306
Mitella_trifida,-122.861,43.6886
Mitella_trifida,-122.75639,41.01889
Mitella_trifida,-122.7563889,41.01888889
Mitella_trifida,-122.7495,39.955
Mitella_trifida,-122.6831,42.0956
Mitella_trifida,-122.6683,42.1121
Mitella_trifida,-122.6419,43.5858
Mitella_trifida,-122.6091,42.0574
Mitella_trifida,-122.6058,42.075
Mitella_trifida,-122.4715,43.1647
Mitella_trifida,-122.3972,42.353
Mitella_trifida,-122.25323,47.20072
Mitella_trifida,-122.25323,47.200723
Mitella_trifida,-122.242518,45.763167
Mitella_trifida,-122.2362,42.2365
Mitella_trifida,-122.175,44.2333
Mitella_trifida,-122.1581,44.3958
Mitella_trifida,-122.1328,42.8997
Mitella_trifida,-122.1312,43.9883
Mitella_trifida,-122.1029,42.8747
Mitella_trifida,-122.09917,44.2179
Mitella_trifida,-122.0991,44.2179
Mitella_trifida,-122.0867,44.1161
Mitella_trifida,-122,50
Mitella_trifida,-121.85,49.03333
Mitella_trifida,-121.83333,51
Mitella_trifida,-121.8091,45.689
Mitella_trifida,-121.7706,45.6476
Mitella_trifida,-121.75694,49.03028
Mitella_trifida,-121.75417,49.03528
Mitella_trifida,-121.75,50.28333
Mitella_trifida,-121.73056,46.12694
Mitella_trifida,-121.6967,45.3732
Mitella_trifida,-121.62758,48.9665
Mitella_trifida,-121.618056,45.304444
Mitella_trifida,-121.60417,48.99861
Mitella_trifida,-121.5686,44.6718
Mitella_trifida,-121.56667,50.23333
Mitella_trifida,-121.56667,50.36667
Mitella_trifida,-121.53027,46.09613
Mitella_trifida,-121.530267,46.096133
Mitella_trifida,-121.51444,46.87222
Mitella_trifida,-121.50206,46.90381
Mitella_trifida,-121.4908,46.20255
Mitella_trifida,-121.238712,48.29152
Mitella_trifida,-121.15223,46.90679
Mitella_trifida,-121.13611,46.22722
Mitella_trifida,-121.08333,50.53333
Mitella_trifida,-121,50
Mitella_trifida,-120.99124,47.17697
Mitella_trifida,-120.991239,47.176973
Mitella_trifida,-120.965833,46.976389
Mitella_trifida,-120.96583,46.97639
Mitella_trifida,-120.962533,47.067467
Mitella_trifida,-120.96253,47.06747
Mitella_trifida,-120.923561,47.333475
Mitella_trifida,-120.92356,47.33348
Mitella_trifida,-120.92215,47.13653
Mitella_trifida,-120.92215,47.136533
Mitella_trifida,-120.89806,49.54236
Mitella_trifida,-120.8943,47.7517
Mitella_trifida,-120.88333,49.06667
Mitella_trifida,-120.8297222,39.775
Mitella_trifida,-120.82972,39.775
Mitella_trifida,-120.81985,48.401117
Mitella_trifida,-120.81985,48.40112
Mitella_trifida,-120.800173,48.494805
Mitella_trifida,-120.80017,48.49481
Mitella_trifida,-120.78333,49.1
Mitella_trifida,-120.774078,48.199335
Mitella_trifida,-120.737582,48.105535
Mitella_trifida,-120.73758,48.10554
Mitella_trifida,-120.70028,47.61611
Mitella_trifida,-120.67722,47.58472
Mitella_trifida,-120.6526,47.2572
Mitella_trifida,-120.585633,47.2523
Mitella_trifida,-120.58563,47.2523
Mitella_trifida,-120.579722,47.203611
Mitella_trifida,-120.57972,47.20361
Mitella_trifida,-120.57778,47.33556
Mitella_trifida,-120.55833,47.24361
Mitella_trifida,-120.5538,43.9331
Mitella_trifida,-120.5165,44.498
Mitella_trifida,-120.45481,47.29552
Mitella_trifida,-120.454809,47.295515
Mitella_trifida,-120.450114,47.621468
Mitella_trifida,-120.45011,47.62147
Mitella_trifida,-120.44995,47.65006
Mitella_trifida,-120.438853,47.29078
Mitella_trifida,-120.43885,47.29078
Mitella_trifida,-120.4,50.36667
Mitella_trifida,-120.34667,46.85806
Mitella_trifida,-120.34385,47.60703
Mitella_trifida,-120.34385,47.607033
Mitella_trifida,-120.33861,47.57491
Mitella_trifida,-120.338609,47.57491
Mitella_trifida,-120.33655,44.48388
Mitella_trifida,-120.3332,44.4285
Mitella_trifida,-120.30514,48.79697
Mitella_trifida,-120.21138,47.17565
Mitella_trifida,-120.01528,47.84111
Mitella_trifida,-119.91818,48.69283
Mitella_trifida,-119.918178,48.692832
Mitella_trifida,-119.5,50.5
Mitella_trifida,-119.48333,49.85
Mitella_trifida,-119.36667,49.81667
Mitella_trifida,-119.3063,43.8403
Mitella_trifida,-119.19722,49.02639
Mitella_trifida,-119.10666,48.82455
Mitella_trifida,-119.1,49.53333
Mitella_trifida,-119.06667,50.36667
Mitella_trifida,-118.98611,50.14583
Mitella_trifida,-118.9751,48.9649
Mitella_trifida,-118.8659,44.2125
Mitella_trifida,-118.847222,48.512222
Mitella_trifida,-118.84722,48.51222
Mitella_trifida,-118.83333,50.25
Mitella_trifida,-118.81667,50.03333
Mitella_trifida,-118.81667,50.43333
Mitella_trifida,-118.693133,44.296283
Mitella_trifida,-118.69313,44.29628
Mitella_trifida,-118.63333,49.1
Mitella_trifida,-118.626,44.585
Mitella_trifida,-118.625,44.5828
Mitella_trifida,-118.5098,48.5614
Mitella_trifida,-118.474444,48.718611
Mitella_trifida,-118.47444,48.71861
Mitella_trifida,-117.86667,50.61667
Mitella_trifida,-117.8,49.08333
Mitella_trifida,-117.58639,48.90944
Mitella_trifida,-117.3525,44.9848
Mitella_trifida,-117.33854,48.96652
Mitella_trifida,-117.337341,45.955412
Mitella_trifida,-117.28333,49.5
Mitella_trifida,-117.231037,48.80119
Mitella_trifida,-117.1978,45.2579
Mitella_trifida,-117.1974,45.2569
Mitella_trifida,-117.12917,48.81028
Mitella_trifida,-116.73333,49.18333
Mitella_trifida,-116.1,50.11667
Mitella_trifida,-115.8425,48.9269
Mitella_trifida,-115.0816,47.0589
Mitella_trifida,-114.35,49.38333
Mitella_trifida,-114.15,49.13333
Mitella_trifida,-114.13333,49.13333
Mitella_trifida,-114.11667,49.2
Mitella_trifida,-114.06667,49.05
Mitella_trifida,-114.05,49.03333
Mitella_trifida,-114.048333,49.019722
Mitella_trifida,-114.031498,47.877168
Mitella_trifida,-114.0007388,48.99979254
Mitella_trifida,-113.988,47.1582
Mitella_trifida,-113.975197,48.2038
Mitella_trifida,-113.96667,49.01667
Mitella_trifida,-113.96667,49.1
Mitella_trifida,-113.95,49.11667
Mitella_trifida,-113.93333,49.03333
Mitella_trifida,-113.93333,49.05
Mitella_trifida,-113.91667,49.03333
Mitella_trifida,-113.9,49.01667
Mitella_trifida,-113.7716,48.7769
Mitella_trifida,-113.740833,48.756389
Mitella_trifida,-113.71817,48.696641
Mitella_trifida,-113.711226,48.737198
Mitella_trifida,-113.6875,48.710278
Mitella_trifida,-113.218148,48.318576
Mitella_trifida,-113.216667,48.519167
Mitella_trifida,-113.1321,47.2316
Mitella_trifida,-113.1279,47.6616
Mitella_trifida,-112.7864,47.8353
Mitella_trifida,-112.4323,47.1294
Mitella_trifida,-112.325278,48.633056
Mitella_trifida,-111.67661,46.834738
Mitella_trifida,-111.371667,45.342778
Mitella_trifida,-111.119722,46.306389
Mitella_trifida,-111.0536,45.5161
Mitella_trifida,-111.0025,45.35917
Mitella_trifida,-110.958278,45.888541
Mitella_trifida,-110.8313,46.7133
Mitella_trifida,-110.602778,45.861111
Mitella_trifida,-110.3532,47.7919
Mitella_trifida,-110.24,45.2973
Mitella_trifida,-109.535898,45.398994
